Phenotype Name,Evaluation Locality,Planting Date,Rep,Accession,Source,Plant Name,Plant ID,Phenotype Value
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML228,ESB,02F1499,3777,mean=17.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML238,ESB,02F1288,3778,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML247,ESB,02F1287,3779,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML254,ESB,02F1512,3780,mean=14
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML258,ESB,02F1600,3781,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML261,ESB,02F1577,3782,mean=17.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML264,ESB,02F1357,3783,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML277,ESB,02F1144,3784,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML281,ESB,02F1214,3785,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML287,ESB,02F1508,3786,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML311,ESB,02F1131,3787,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML314,ESB,02F1582,3788,mean=14.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML321,ESB,02F1359,3789,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML322,ESB,02F1362,3790,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML323,ESB,02F1587,3791,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML328,ESB,02F1055,3792,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML331,ESB,02F1222,3793,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML332,ESB,02F1128,3794,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML333,ESB,02F1217,3795,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML341,ESB,02F1058,3796,mean=14
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML349,ESB,02F1433,3797,mean=14.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML38,ESB,02F1588,3798,mean=16.5
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML45,ESB,02F1347,3799,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML5,ESB,02F1067,3800,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML52,ESB,02F1578,3801,mean=14.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML69,ESB,02F1662,3802,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML77,ESB,02F1440,3803,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML9,ESB,02F1294,3804,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML91,ESB,02F1374,3805,mean=14.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCML92,ESB,02F1596,3806,mean=17.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xCO109,ESB,02F1667,3809,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xD940Y,ESB,02F1678,3812,mean=15.3333333333333
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xDE1,ESB,02F1057,3815,mean=19.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xDE811,ESB,02F1589,3816,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xDE_2,ESB,02F1746,3813,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xDE_3,ESB,02F1511,3814,mean=18.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xE2558W,ESB,02F1498,3817,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xF2834T,ESB,02F1429,3820,mean=16.5
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xF44,ESB,02F1669,3821,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xF6,ESB,02F1145,3822,mean=14.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xGA209,ESB,02F1201,3825,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xGT112,ESB,02F1447,3826,mean=13.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xH100,ESB,02F1141,3827,mean=16.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xH105W,ESB,02F1349,3828,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xH49,ESB,02F1052,3829,mean=20
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xH84,ESB,02F1726,3830,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xH91,ESB,02F1421,3831,mean=17.3333333333333
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xH95,ESB,02F1132,3832,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xHi27,ESB,02F1116,3834,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xHp301,ESB,02F1197,3835,mean=16.6666666666667
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xHy,ESB,02F1137,3836,mean=19.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xI137TN,ESB,02F1500,3837,mean=13.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xI205,ESB,02F1361,3838,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xIa5125,ESB,02F1196,3841,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xIDS28,ESB,02F1346,3842,mean=17.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xIDS69,ESB,02F1580,3843,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xIDS91,ESB,02F1064,3844,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xIl14H,ESB,02F1576,3846,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xIl677a,ESB,02F1286,3847,mean=18.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xK148,ESB,02F1446,3848,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xK4,ESB,02F1427,3849,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xK55,ESB,02F1204,3850,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xK64,ESB,02F1127,3851,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xKi11,ESB,02F1277,3852,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xKi14,ESB,02F1296,3853,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xKi2021,ESB,02F1677,3854,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xKi21,ESB,02F1444,3855,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xKi3,ESB,02F1371,3856,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xKi43,ESB,02F1586,3857,mean=13.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xKi44,ESB,02F1650,3858,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xKUI2007,ESB,02F1590,3859,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xKy21,ESB,02F1129,3860,mean=15
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xKy228,ESB,02F1739,3862,mean=14.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xL317,ESB,02F1671,3863,mean=14.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xL578,ESB,02F1438,3864,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xM14,ESB,02F1283,3865,mean=17.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xM162W,ESB,02F1575,3866,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xM37W,ESB,02F1501,3867,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xMo17,ESB,02F1047,3869,mean=14
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xMo18W,ESB,02F1437,3871,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xMo1W,ESB,02F1674,3872,mean=19.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xMo24W,ESB,02F1366,3873,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xMo44,ESB,02F1048,3874,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xMo45,ESB,02F1121,3875,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xMo46,ESB,02F1725,3876,mean=12.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xMo47,ESB,02F1420,3877,mean=14.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xMoG,ESB,02F1664,3878,mean=20
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xMp339,ESB,02F1060,3879,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xMS153,ESB,02F1519,3881,mean=17.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xMS71,ESB,02F1142,3882,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xMt42,ESB,02F1422,3883,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xN192,ESB,02F1661,3884,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xN28Ht,ESB,02F1591,3885,mean=17.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xN6,ESB,02F1581,3886,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xN7A,ESB,02F1041,3887,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC222,ESB,02F1284,3888,mean=17
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC230,ESB,02F1428,3889,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC232,ESB,02F1202,3890,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC236,ESB,02F1652,3891,mean=13.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC238,ESB,02F1727,3892,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC250,ESB,02F1352,3893,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC258,ESB,02F1733,3894,mean=17.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC260,ESB,02F1285,3895,mean=16.6666666666667
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC262,ESB,02F1206,3896,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC264,ESB,02F1595,3897,mean=14.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC268,ESB,02F1497,3898,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC290A,ESB,02F1123,3899,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC292,ESB,02F1737,3900,mean=16.5
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC294,ESB,02F1353,3901,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC296,ESB,02F1655,3902,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC296A,ESB,02F1450,3903,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC298,ESB,02F1045,3904,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC300,ESB,02F1050,3905,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC302,ESB,02F1507,3906,mean=14.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC304,ESB,02F1441,3907,mean=14.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC306,ESB,02F1350,3908,mean=16.5
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC308,ESB,02F1044,3909,mean=14.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC310,ESB,02F1745,3910,mean=19
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC312,ESB,02F1504,3911,mean=14.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC314,ESB,02F1524,3912,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC316,ESB,02F1572,3913,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC318,ESB,02F1435,3914,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC320,ESB,02F1496,3915,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC322,ESB,02F1216,3916,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC324,ESB,02F1200,3917,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC326,ESB,02F1269,3918,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC328,ESB,02F1585,3919,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC33,ESB,02F1434,3920,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC330,ESB,02F1043,3921,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC332,ESB,02F1439,3922,mean=15.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC334,ESB,02F1130,3923,mean=16.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC336,ESB,02F1373,3924,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC338,ESB,02F1120,3925,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC340,ESB,02F1292,3926,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC342,ESB,02F1040,3927,mean=17.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC344,ESB,02F1298,3928,mean=17.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC346,ESB,02F1143,3929,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC348,ESB,02F1579,3930,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC350,ESB,02F1356,3931,mean=17
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC352,ESB,02F1273,3932,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC354,ESB,02F1672,3933,mean=16.5
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC356,ESB,02F1213,3934,mean=14.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC358,ESB,02F1368,3935,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC360,ESB,02F1584,3936,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC362,ESB,02F1051,3937,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC364,ESB,02F1205,3938,mean=17.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC366,ESB,02F1351,3939,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC368,ESB,02F1210,3940,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC370,ESB,02F1049,3941,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xNC372,ESB,02F1348,3942,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xOh40B,ESB,02F1431,3944,mean=14.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xOh43,ESB,02F1219,3945,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xOh43E,ESB,02F1516,3946,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xOh603,ESB,02F1517,3947,mean=14
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xOh7B,ESB,02F1502,3948,mean=18.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xOs420,ESB,02F1364,3949,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xPa762,ESB,02F1122,3952,mean=17
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xPa875,ESB,02F1443,3953,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xPa880,ESB,02F1135,3954,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xPa91,ESB,02F1741,3955,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xQ6199,ESB,02F1290,3956,mean=15.3333333333333
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xR109B,ESB,02F1442,3957,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xR177,ESB,02F1358,3959,mean=14.6666666666667
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xR229,ESB,02F1146,3960,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xR4,ESB,02F1193,3961,mean=19.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xSA24,ESB,02F1742,3962,mean=17.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xSC213R,ESB,02F1676,3963,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xSC357,ESB,02F1743,3964,mean=17.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xSC55,ESB,02F1663,3965,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xSD40,ESB,02F1656,3966,mean=14
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xSg1533,ESB,02F1599,3968,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xSg18,ESB,02F1119,3969,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xT232,ESB,02F1056,3970,mean=14.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xT234,ESB,02F1118,3971,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xT8,ESB,02F1425,3972,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xTx303,ESB,02F1675,3973,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xTzi10,ESB,02F1724,3974,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xTzi11,ESB,02F1297,3975,mean=17.5
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xTzi16,ESB,02F1276,3976,mean=19.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xTzi18,ESB,02F1666,3977,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xTzi25,ESB,02F1344,3978,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xTzi8,ESB,02F1593,3979,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xTzi9,ESB,02F1363,3980,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xU267Y,ESB,02F1059,3981,mean=15.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xVa102,ESB,02F1281,3982,mean=14.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xVa14,ESB,02F1449,3983,mean=20
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xVa17,ESB,02F1278,3984,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xVa22,ESB,02F1218,3985,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xVa26,ESB,02F1518,3986,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xVa35,ESB,02F1117,3987,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xVa59,ESB,02F1513,3988,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xVa85,ESB,02F1215,3989,mean=18
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xVa99,ESB,02F1522,3990,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xVaW6,ESB,02F1293,3991,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xW22,ESB,02F1515,3995,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xW64A,ESB,02F1126,3997,mean=17.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xWf9,ESB,02F1654,3999,mean=17
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B73xYu796_NS,ESB,02F1736,4000,mean=13.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B75,ISU,02F1394,4001,mean=12.5
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B76,ISU,02F1410,3451,mean=12.6666666666667
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B77,ISU,02F1622,3452,mean=14
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B79,ISU,02F1183,3453,mean=16.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B84,ISU,02F1030,3454,mean=12.5
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,B97,ISU,02F1174,3459,mean=12
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,C103,UIUC-CS,02F1257,3690,mean=10.75
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CH701-30,AGCAN,02F1615,3689,mean=11
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CI.7,NCRPIS,02F1564,4004,mean=13
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CI187-2,ISU,02F1392,3681,mean=14
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CI21E,ARS-MO,02F1476,3682,mean=15
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CI28A,NCRPIS,02F1004,4005,mean=10.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CI3A,NCRPIS,02F1251,4006,mean=16.4
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CI44,NCRPIS,02F1024,4007,mean=16.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CI64,ARS-MO,02F1157,3684,mean=17.5
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CI66,ARS-MO,02F1098,3685,mean=14
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CI90C,NCRPIS,02F1385,4008,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CI91B,NCRPIS,02F1560,4009,mean=13.3333333333333
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML10,CIMMYT,02F1230,3678,mean=10.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML103,CIMMYT,02F1331,3679,mean=12.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML108,CIMMYT,02F1471,3680,mean=14.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML11,CIMMYT,02F1488,3652,mean=9.5
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML14,CIMMYT,02F1407,3653,mean=16
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML154Q,CIMMYT,02F1700,3654,mean=15.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML157Q,CIMMYT,02F1016,3655,mean=14
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML158Q,CIMMYT,02F1690,3656,mean=17.5
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML218,CIMMYT,02F1697,3657,mean=13.3333333333333
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML220,CIMMYT,02F1154,3658,mean=13.5
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML228,CIMMYT,02F1461,3659,mean=13.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML238,CIMMYT,02F1250,3660,mean=13.6
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML247,CIMMYT,02F1249,3661,mean=13.8
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML254,CIMMYT,02F1474,3662,mean=10.5
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML258,CIMMYT,02F1562,3663,mean=12
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML261,CIMMYT,02F1539,3664,mean=13.2
Ear Row Number,27 Farms,27-Sep-02,2002_Winter_RepFL,CML264,CIMMYT,02F1319,3665,mean=12.5
