pedigree,seed count,seed note,total seed weight,AKW,hand count,box,time,initial,macine
11-J3373-22 OP,271,,48.15,,,3,,,
11-J3373-23 OP,246,,49.35,,,3,,,
11-J3374-21 OP,264,,61.67,,,3,,,
11-J3374-22 OP,443,,76.7,,,3,,,
11-J3374-23 OP,336,,53.47,,,3,,,
11-J3375-21 OP,205,,49.68,,,3,,,
11-J3375-22 OP,245,,45.63,,,3,,,
11-J3375-23 OP,333,,66.84,,,3,,,
11-J3376-21 OP,93,,30.26,,,3,,,
11-J3376-22 OP,194,,54.68,,,3,,,
11-J3376-23 OP,247,,67.77,,,3,,,
11-J3377-21 OP,113,,29.83,,,3,,,
11-J3377-22 OP,451,,66.11,,,2,,HYJ,
11-J3377-23 OP,341,,57.13,,,2,,HYJ,
11-J3378-21 OP,181,,34.62,,,3,,,
11-J3378-22 OP,229,,50.01,,,2,,HYJ,
11-J3378-23 OP,221,,47.07,,,3,,,
11-J3379-21 OP,278,,63.11,,,3,,,
11-J3379-22 OP,128,,29.2,,,2,,HYJ,
11-J3379-23 OP,228,,51.58,,,3,,,
11-J3380-21 OP,362,,90.1,,,2,,HYJ,
11-J3380-22 OP,237,,61.23,,,2,,HYJ,
11-J3380-23 OP,302,,61.33,,,2,,HYJ,
11-J3381-21 OP,268,,55.16,,,3,,,
11-J3381-22 OP,382,,58.24,,,2,,HYJ,
11-J3381-23 OP,349,,50.66,,,3,,,
11-J3382-21 OP,92,,20.5,,,3,,,
11-J3382-22 OP,203,,42.51,,,3,,,
11-J3382-23 OP,105,,23.92,,,3,,,
11-J3383-21 OP,21,,4.56,,,2,,HYJ,
11-J3383-22 OP,216,,47.18,,,2,,HYJ,
11-J3383-23 OP,27,,5.89,,,3,,,
11-J3384-21 OP,293,,56.04,,,2,,HYJ,
11-J3384-22 OP,274,,63.12,,,3,,,
11-J3384-23 OP,208,,53.82,,,3,,,
11-J3385-21 OP,63,,22.01,,,3,,,
11-J3385-22 OP,266,,88.05,,,2,,HYJ,
11-J3385-23 OP,139,,47.19,,,2,,HYJ,
11-J3386-21 OP,191,,57.32,,,3,,,
11-J3386-22 OP,86,,30.85,,,2,,HYJ,
11-J3386-23 OP,106,,36.91,,,2,,HYJ,
11-J3387-21 OP,243,,61.02,,,3,,,
11-J3387-22 OP,143,,28.46,,,3,,,
11-J3387-23 OP,252,,62.14,,,3,,,
11-J3388-21 OP,117,,35.33,,,3,,,
11-J3388-22 OP,242,,86.29,,,3,,,
11-J3388-23 OP,147,,56.56,,,3,,,
11-J3389-21 OP,121,,36.83,,,10,,,
11-J3389-22 OP,63,,19.03,,,10,,,
11-J3389-23 OP,322,,118,,,10,,,
11-J3390-21 OP,341,,92.83,,,10,,,
11-J3390-22 OP,151,mold,51.18,,,10,,,
11-J3390-23 OP,172,,71.88,,,10,,,
11-J3391-21 OP,145,,39.76,,,10,,,
11-J3391-22 OP,56,,18.52,,,10,,,
11-J3391-23 OP,113,,32.88,,,10,,,
11-J3392-21 OP,148,,45.58,,,10,,,
11-J3392-22 OP,166,,51.17,,,10,,,
11-J3392-23 OP,116,,38.79,,,10,,,
11-J3393-21 OP,190,,53.05,,,10,,,
11-J3393-22 OP,168,mold,39.69,,,10,,,
11-J3393-23 OP,221,,59.31,,,10,,,
11-J3395-21 OP,12,,3.53,,,10,,,
11-J3395-22 OP,45,,12.33,,,10,,,
11-J3395-23 OP,59,,16.75,,,10,,,
11-J3396-21 OP,130,,38.32,,,10,,,
11-J3396-22 OP,214,,61.84,,,10,,,
11-J3396-23 OP,130,,38.35,,,10,,,
11-J3397-21 OP,7,,2.36,,,10,,,
11-J3397-22 OP,5,,1.1,,,10,,,
11-J3397-23 OP,117,mold,32.28,,,10,,,
11-J3398-21 OP,38,,9.17,,,10,,,
11-J3398-22 OP,104,,26.37,,,10,,,
11-J3398-23 OP,45,,13.21,,,10,,,
11-J3399-21 OP,61,,21.93,,,10,,,
11-J3400-21 OP,102,,21.14,,,10,,,
11-J3400-22 OP,76,,25.65,,,10,,,
11-J3400-23 OP,111,,39.86,,,10,,,
11-J3401-21 OP,57,,21.24,,,10,,,
11-J3401-22 OP,107,,41.76,,,10,,,
11-J3401-23 OP,11,,3.87,,,10,,,
11-J3402-21 OP,122,,41.75,,,10,,,
11-J3402-22 OP,238,,81.55,,,10,,,
11-J3402-23 OP,96,,30.36,,,10,,,
11-J3403-21 OP,5,,1.8,,,10,,,
11-J3403-22 OP,39,,12.73,,,10,,,
11-J3403-23 OP,2,,0.63,,,10,,,
11-J3404-21 OP,269,,83.74,,,10,,,
11-J3404-22 OP,218,,67.69,,,10,,,
11-J3404-23 OP,84,,21.89,,,10,,,
11-J3405-21 OP,224,,63.1,,,10,,,
11-J3405-22 OP,277,,75.09,,,10,,,
11-J3405-23 OP,294,,76.61,,,10,,,
11-J3406-21 OP,70,,21.16,,,10,,,
11-J3406-22 OP,23,,7.46,,,10,,,
11-J3406-23 OP,117,,40.91,,,10,,,
11-J3407-21 OP,103,,38.05,,,10,,,
11-J3407-22 OP,66,,26.27,,,10,,,
11-J3407-23 OP,122,,39.36,,,10,,,
11-J3408-21 OP,37,,11.54,,,10,,,
11-J3408-22 OP,295,,61.69,,,10,,,
11-J3408-23 OP,51,,14.85,,,10,,,
11-J3409-21 OP,286,,74.61,,,2,,HYJ,
11-J3409-22 OP,431,,75.19,,,2,,HYJ,
11-J3409-23 OP,4,,1.09,,,2,,HYJ,
11-J3410-21 OP,343,,71.18,,,2,,HYJ,
11-J3410-22 OP,186,,53.73,,,3,,,
11-J3410-23 OP,224,,52.91,,,3,,,
11-J3412-21 OP,8,,2.63,,,3,,LL,
11-J3412-22 OP,4,,1.56,,,2,,HYJ,
11-J3412-23 OP,10,,3.53,,,2,,HYJ,
11-J3413-21 OP,222,,59.98,,,2,,HYJ,
11-J3413-22 OP,146,,47.04,,,2,,HYJ,
11-J3413-23 OP,232,,56.48,,,3,,,
11-J3414-21 OP,318,,69.4,,,2,,HYJ,
11-J3414-22 OP,220,,46.36,,,2,,HYJ,
11-J3414-23 OP,123,,21.91,,,2,,HYJ,
11-J3415-21 OP,217,,60.42,,,2,,HYJ,
11-J3415-22 OP,187,,39.01,,,2,,HYJ,
11-J3415-23 OP,140,,38.94,,,2,,HYJ,
11-J3417-21 OP,301,,71.51,,,2,,HYJ,
11-J3417-22 OP,203,,41.88,,,2,,HYJ,
11-J3417-23 OP,224,,70.27,,,2,,HYJ,
11-J3418-21 OP,311,,63.46,,,2,,HYJ,
11-J3418-22 OP,259,,50.6,,,2,,HYJ,
11-J3418-23 OP,261,,49.82,,,2,,HYJ,
11-J3419-21 OP,379,,78.06,,,2,,HYJ,
11-J3419-22 OP,362,,91.52,,,2,,HYJ,
11-J3419-23 OP,415,,116.13,,,2,,HYJ,
11-J3420-21 OP,351,,64.24,,,2,,HYJ,
11-J3420-22 OP,453,,69.54,,,2,,HYJ,
11-J3420-23 OP,335,,57.89,,,2,,HYJ,
11-J4001-21 OP,95,,32.87,,,8,,,
11-J4001-23 OP,72,,26.43,,,8,,,
11-J4002-22 OP,148,,40.07,,,8,,,
11-J4002-23 OP,116,,34.46,,,8,,,
11-J4004-21 OP,96,,31,,,8,,,
11-J4004-22 OP,83,,25.44,,,8,,,
11-J4004-23 OP,52,,13.77,,,8,,LL,
11-J4005-21 OP,157,,30.56,,,8,,,
11-J4005-22 OP,254,,52.64,,,8,,,
11-J4005-23 OP,137,,32.3,,,8,,,
11-J4007-21 OP,67,,18.25,,,8,,,
11-J4007-22 OP,432,,95.18,,,8,,,
11-J4008-22 OP,29,,9.47,,,8,,,
11-J4008-23 OP,181,,59.14,,,8,,,
11-J4009-21 OP,200,,54.41,,,8,,,
11-J4009-22 OP,126,,29.64,,,8,,,
11-J4009-23 OP,154,,32.42,,,6,,,
11-J4010-21 OP,84,,30.45,,,8,,,
11-J4010-22 OP,114,,31.73,,,8,,,
11-J4011-21 OP,171,,37.7,,,8,,,
11-J4011-22 OP,36,,11.36,,,8,,,
11-J4011-23 OP,36,,7.61,,,8,,,
11-J4012-21 OP,130,,45.05,,,8,,,
11-J4012-22 OP,115,,32.88,,,8,,,
11-J4012-23 OP,91,,28.1,,,8,,,
11-J4013-21 OP,335,,81.82,,,8,,,
11-J4013-22 OP,234,,70.5,,,8,,,
11-J4013-23 OP,58,,16.66,,,8,,,
11-J4014-21 OP,236,,49.42,,,8,,,
11-J4014-22 OP,168,,35.29,,,8,,,
11-J4014-23 OP,215,,67.95,,,8,,,
11-J4015-22 OP,46,,17.25,,,8,,,
11-J4015-23 OP,89,,35.2,,,8,,,
11-J4016-21 OP,169,,40.17,,,8,,,
11-J4016-22 OP,48,,11.19,,,8,,,
11-J4016-23 OP,34,,8.53,,,8,,,
11-J4017-21 OP,97,,26.29,,,8,,,
11-J4017-22 OP,77,,21.28,,,8,,,
11-J4017-23 OP,54,,16.85,,,8,,,
11-J4019-21 OP,199,,65.51,,,8,,,
11-J4019-22 OP,112,,37.56,,,8,,,
11-J4019-23 OP,120,,44.36,,,8,,,
11-J4020-21 OP,173,,58.36,,,8,,,
11-J4020-22 OP,101,,37.07,,,8,,,
11-J4020-23 OP,168,,39.66,,,8,,,
11-J4021-23 OP,142,,23.16,,,8,,,
11-J4022-22 OP,53,,17.52,,,8,,,
11-J4023-22 OP,107,,19.79,,,8,,,
11-J4024-21 OP,239,,53.64,,,8,,,
11-J4024-23 OP,165,,32.33,,,8,,,
11-J4025-22 OP,159,,36.6,,,8,,,
11-J4025-23 OP,60,,19.24,,,8,,,
11-J4026-23 OP,9,,2.6,,,8,,,
11-J4027-21 OP,166,,46.76,,,8,,,
11-J4027-22 OP,161,,41.02,,,8,,,
11-J4027-23 OP,187,,39.85,,,8,,,
11-J4028-21 OP,252,,66.98,,,8,,,
11-J4028-22 OP,290,,66.09,,,8,,,
11-J4028-23 OP,331,,89.35,,,8,,,
11-J4029-21 OP,174,,37.66,,,8,,,
11-J4029-22 OP,183,,35.73,,,8,,,
11-J4030-21 OP,56,,17.67,,,8,,,
11-J4030-22 OP,103,,32.21,,,8,,,
11-J4030-23 OP,40,,12.37,,,8,,,
11-J4031-21 OP,331,,48.11,,,6,,,
11-J4031-22 OP,232,,43.51,,,6,,,
11-J4031-23 OP,61,,18.24,,,8,,,
11-J4033-21 OP,317,,60.39,,,6,,,
11-J4033-22 OP,323,,84.74,,,8,,,
11-J4033-23 OP,321,,94.25,,,8,,,
11-J4034-23 OP,121,,30.59,,,8,,,
11-J4035-21 OP,78,,24.18,,,8,,LL,
11-J4035-22 OP,164,,45.46,,,6,,,
11-J4035-23 OP,20,,6.94,,,6,,LL,
11-J4036-21 OP,182,,45.32,,,6,,,
11-J4036-22 OP,257,,62.71,,,8,,,
11-J4036-23 OP,316,,62.83,,,8,,,
11-J4037-21 OP,132,,35.2,,,8,,LL,
11-J4037-22 OP,145,,35.9,,,8,,,
11-J4037-23 OP,138,,36.19,,,8,,LL,
11-J4038-21 OP,297,,78.19,,,6,,,
11-J4038-22 OP,100,,32.23,,,6,,,
11-J4038-23 OP,106,,30.39,,,8,,,
11-J4039-21 OP,44,,18.76,,,6,,,
11-J4039-22 OP,132,,48.52,,,8,,,
11-J4039-23 OP,174,,51.29,,,6,,,
11-J4040-21 OP,211,,78.83,,,6,,,
11-J4040-22 OP,269,,68.6,,,8,,,
11-J4040-23 OP,230,,55.93,,,8,,,
11-J4045-23 OP,260,,44.34,,,8,,,
11-J4048-21 OP,90,,21.37,,,8,,,
11-J4049-22 OP,260,,77.97,,,8,,,
11-J4051-21 OP,215,,54.18,,,8,,,
11-J4051-22 OP,70,,19.78,,,6,,,
11-J4052-21 OP,193,,48.57,,,8,,,
11-J4052-22 OP,254,,56.41,,,8,,,
11-J4053-21 OP,151,,45.76,,,8,,,
11-J4053-22 OP,133,,46.82,,,6,,,
11-J4053-23 OP,49,,20.3,,,6,,LL,
11-J4054-21 OP,89,,30.77,,,8,,,
11-J4054-22 OP,153,,41.3,,,8,,,
11-J4054-23 OP,171,,60.42,,,8,,,
11-J4055-21 OP,187,,57.55,,,6,,,
11-J4055-22 OP,93,,25.93,,,8,,,
11-J4055-23 OP,201,,65.45,,,8,,LL,
11-J4056-21 OP,90,,22.55,,,8,,LL,
11-J4056-22 OP,304,,65.97,,,8,,,
11-J4056-23 OP,81,,18.77,,,8,,LL,
11-J4058-21 OP,176,,42.72,,,8,,LL,
11-J4058-22 OP,307,,75.52,,,8,,,
11-J4059-22 OP,104,,26.28,,,8,,,
11-J4059-23 OP,102,,29.25,,,8,,,
11-J4060-21 OP,293,,66.72,,,8,,,
11-J4060-22 OP,303,,97.28,,,6,,,
11-J4060-23 OP,174,,57.84,,,8,,,
11-J4061-22 OP,168,,37.92,,,6,,,
11-J4061-23 OP,253,,56.45,,,6,,LL,
11-J4062-22 OP,218,,44.65,,,6,,,
11-J4062-23 OP,65,,21.89,,,6,,LL,
11-J4063-21 OP,109,,40.25,,,6,,,
11-J4063-22 OP,50,,15.62,,,6,,,
11-J4063-23 OP,66,,26,,,6,,LL,
11-J4064-21 OP,104,,29.69,,,8,,,
11-J4064-22 OP,57,,18.83,,,6,,,
11-J4065-21 OP,337,,57.4,,,6,,,
11-J4065-22 OP,129,,30.77,,,6,,,
11-J4066-23 OP,116,,28.17,,,6,,,
11-J4067-21 OP,100,,27.71,,,6,,,
11-J4067-22 OP,76,,19.53,,,6,,,
11-J4067-23 OP,174,,44.31,,,8,,,
11-J4068-21 OP,192,,38.88,,,6,,,
11-J4068-22 OP,191,,51.41,,,6,,LL,
11-J4068-23 OP,337,,57.08,,,6,,,
11-J4069-21 OP,348,,65.3,,,8,,,
11-J4069-22 OP,181,,47.46,,,8,,,
11-J4069-23 OP,214,,41.55,,,6,,,
11-J4070-21 OP,274,,57.08,,,6,,,
11-J4070-22 OP,181,,52.79,,,6,,,
11-J4070-23 OP,124,,38.94,,,6,,LL,
11-J4071-21 OP,155,,42.83,,,6,,,
11-J4071-22 OP,68,,20.21,,,6,,,
11-J4071-23 OP,55,,17.22,,,8,,,
11-J4072-21 OP,237,,54.98,,,6,,,
11-J4072-22 OP,298,,67,,,6,,,
11-J4072-23 OP,269,,70.98,,,6,,,
11-J4074-21 OP,156,,39.88,,,6,,LL,
11-J4074-22 OP,52,,16.96,,,6,,,
11-J4074-23 OP,112,,32.34,,,6,,,
11-J4075-21 OP,149,,39.4,,,6,,,
11-J4075-22 OP,146,,38.24,,,6,,,
11-J4075-23 OP,107,,25.44,,,6,,LL,
11-J4076-22 OP,123,,33.26,,,6,,,
11-J4077-21 OP,100,,38.17,,,6,,,
11-J4077-22 OP,89,,34.27,,,8,,,
11-J4077-23 OP,188,,40.05,,,6,,,
